name,rank,value
Rudy Gobert,1, .713
Jarrett Allen,2, .677
Deandre Ayton,3, .642
Montrezl Harrell,4, .637
Jakob Poeltl,5, .619
Clint Capela,6, .598
Domantas Sabonis,7, .577
Nikola Jokić,8, .571
LaMarcus Aldridge,9, .554
Giannis Antetokounmpo,10, .549
Anthony Davis,11, .537
Bam Adebayo,12, .536
Jonas Valančiūnas,13, .536
Jusuf Nurkić,14, .535
Mikal Bridges,15, .531
Karl-Anthony Towns,16, .529
John Collins,17, .528
Kevin Durant,18, .521
Wendell Carter Jr.,19, .518
LeBron James,20, .517
