name,rank,value
Rudy Gobert,1, 14.7
Nikola Jokić,2, 13.8
Domantas Sabonis,3, 12.2
Clint Capela,4, 12.0
Giannis Antetokounmpo,5, 11.5
Jonas Valančiūnas,6, 11.5
Nikola Vučević,7, 11.4
Joel Embiid,8, 11.2
Jusuf Nurkić,9, 11.1
Jarrett Allen,10, 10.8
Wendell Carter Jr.,11, 10.4
Christian Wood,12, 10.1
Julius Randle,13, 10.0
Robert Williams,14, 9.8
Steven Adams,15, 9.8
Karl-Anthony Towns,16, 9.7
Bobby Portis,17, 9.2
Luka Dončić,18, 9.2
Jakob Poeltl,19, 9.1
Andre Drummond,20, 8.9
