name,rank,value
Nikola Jokić,1, 12.4
Giannis Antetokounmpo,2, 11.4
Joel Embiid,3, 9.5
Rudy Gobert,4, 9.1
Jarrett Allen,5, 8.9
Karl-Anthony Towns,6, 8.7
Robert Williams,7, 8.7
Chris Paul,8, 8.5
DeMar DeRozan,9, 8.2
Stephen Curry,10, 8.0
Jimmy Butler,11, 7.5
Jayson Tatum,12, 7.4
Mikal Bridges,13, 7.4
Trae Young,14, 7.1
Domantas Sabonis,15, 7.0
Mitchell Robinson,16, 6.9
Ja Morant,17, 6.6
LeBron James,18, 6.6
Dejounte Murray,19, 6.3
Montrezl Harrell,20, 6.2
