name,rank,value
Giannis Antetokounmpo,1, 641
Joel Embiid,2, 629
DeMar DeRozan,3, 494
Trae Young,4, 420
James Harden,5, 399
Jayson Tatum,6, 397
Ja Morant,7, 384
Jimmy Butler,8, 372
Karl-Anthony Towns,8, 372
Luka Dončić,10, 370
Shai Gilgeous-Alexander,10, 370
Harrison Barnes,10, 370
Nikola Jokić,13, 352
Julius Randle,14, 343
De'Aaron Fox,15, 334
Russell Westbrook,16, 330
Rudy Gobert,17, 321
Christian Wood,18, 296
Jaren Jackson Jr.,19, 295
Domantas Sabonis,20, 293
