name,rank,value
Stephen Curry,1, 728
Buddy Hield,2, 590
Malik Beasley,3, 554
Jayson Tatum,4, 539
Fred VanVleet,5, 530
Duncan Robinson,6, 522
Donovan Mitchell,7, 514
Saddiq Bey,8, 488
Devonte' Graham,9, 487
Evan Fournier,10, 485
Anthony Edwards,11, 484
Kelly Oubre Jr.,12, 483
Patty Mills,13, 480
Terry Rozier,14, 479
Jordan Clarkson,15, 473
Trae Young,16, 464
Gary Trent Jr.,17, 447
Reggie Jackson,18, 443
Anfernee Simons,19, 442
Desmond Bane,20, 441
