name,rank,value
Steven Adams,1, 287
Mitchell Robinson,2, 232
Robert Williams,3, 215
Clint Capela,4, 214
Jakob Poeltl,5, 213
Jarrett Allen,6, 192
Domantas Sabonis,6, 192
Isaiah Stewart,8, 185
Jonas Valančiūnas,8, 185
Jarred Vanderbilt,10, 184
Rudy Gobert,11, 183
Kevon Looney,12, 182
Ivica Zubac,13, 170
Jusuf Nurkić,14, 167
Nikola Jokić,15, 166
Andre Drummond,16, 165
Karl-Anthony Towns,17, 162
Scottie Barnes,18, 148
Bobby Portis,18, 148
Mason Plumlee,20, 147
