name,rank,value
Stephen Curry,1, 275
Buddy Hield,2, 217
Fred VanVleet,3, 211
Malik Beasley,4, 209
Patty Mills,5, 200
Duncan Robinson,6, 193
Evan Fournier,7, 189
Desmond Bane,8, 183
Donovan Mitchell,8, 183
Jayson Tatum,8, 183
Terry Rozier,11, 179
Anfernee Simons,11, 179
Trae Young,13, 176
Saddiq Bey,14, 169
Devonte' Graham,15, 168
Anthony Edwards,16, 167
Kelly Oubre Jr.,16, 167
Gary Trent Jr.,16, 167
Bojan Bogdanović,19, 166
Cameron Johnson,20, 159
