name,rank,value
Jayson Tatum,1, 3.8
Nikola Jokić,2, 3.7
Robert Williams,3, 3.4
Rudy Gobert,4, 3.4
Evan Mobley,5, 3.3
Chris Paul,6, 3.3
Jarrett Allen,7, 3.3
Stephen Curry,8, 3.2
Giannis Antetokounmpo,9, 3.2
Joel Embiid,10, 3.1
Mikal Bridges,11, 3.1
Al Horford,12, 3.0
Luka Dončić,13, 3.0
Jaren Jackson Jr.,14, 3.0
Marcus Smart,15, 2.9
Jae Crowder,16, 2.9
Andrew Wiggins,17, 2.8
Julius Randle,18, 2.8
Devin Booker,19, 2.8
Dejounte Murray,20, 2.7
