name,rank,value
DeMar DeRozan,1, 1139
Ja Morant,2, 846
Giannis Antetokounmpo,3, 820
Dejounte Murray,3, 820
Joel Embiid,5, 814
Russell Westbrook,6, 807
De'Aaron Fox,7, 793
Nikola Jokić,8, 788
Jayson Tatum,9, 781
Trae Young,10, 762
Julius Randle,11, 758
Devin Booker,12, 746
Pascal Siakam,13, 727
Brandon Ingram,14, 696
Karl-Anthony Towns,15, 692
Shai Gilgeous-Alexander,16, 677
Luka Dončić,17, 674
Nikola Vučević,18, 657
Jonas Valančiūnas,19, 635
LeBron James,20, 631
