name,rank,value
Jaren Jackson Jr.,1, 145
Robert Williams,2, 121
Myles Turner,3, 118
Rudy Gobert,4, 111
Mitchell Robinson,5, 98
Mo Bamba,6, 96
Evan Mobley,7, 95
Jakob Poeltl,7, 95
Anthony Davis,9, 86
Daniel Gafford,10, 82
Robert Covington,11, 79
Giannis Antetokounmpo,12, 78
Al Horford,12, 78
Hassan Whiteside,12, 78
Clint Capela,15, 77
Joel Embiid,16, 76
Jarrett Allen,17, 75
Karl-Anthony Towns,18, 71
Darius Bazley,19, 68
Isaiah Stewart,20, 65
