name,rank,value
De'Anthony Melton,1, 3.4
Matisse Thybulle,2, 3.2
Chuma Okeke,3, 2.9
Dejounte Murray,4, 2.8
Hamidou Diallo,5, 2.7
Chris Paul,6, 2.7
Gary Trent Jr.,7, 2.7
Jimmy Butler,8, 2.6
Robert Covington,9, 2.6
Marcus Smart,10, 2.6
Lonzo Ball,11, 2.6
Jarred Vanderbilt,12, 2.6
Herbert Jones,13, 2.5
Eric Bledsoe,14, 2.5
Tyrese Haliburton,15, 2.4
Donovan Mitchell,16, 2.4
Bruce Brown,17, 2.3
Jae Crowder,18, 2.3
Cody Martin,19, 2.3
Mike Conley,20, 2.2
