name,rank,value
Jordan Poole,1, .923
Stephen Curry,2, .921
Immanuel Quickley,3, .919
Darius Garland,4, .910
Desmond Bane,5, .908
Kentavious Caldwell-Pope,6, .907
Cam Reddish,7, .902
Danilo Gallinari,8, .899
Kevin Durant,9, .896
Trae Young,10, .895
Khris Middleton,11, .889
Anfernee Simons,12, .888
Damian Lillard,13, .878
Fred VanVleet,14, .878
James Harden,15, .872
Jimmy Butler,16, .871
DeMar DeRozan,17, .868
Terrence Ross,18, .868
Devin Booker,19, .867
LaMelo Ball,20, .867
