name,rank,value
Fred VanVleet,1, 38.1
Pascal Siakam,2, 37.6
LeBron James,3, 37.0
James Harden,4, 36.8
Jayson Tatum,5, 36.3
Miles Bridges,6, 36.3
DeMar DeRozan,7, 36.0
Luka Dončić,8, 35.6
Tyrese Maxey,9, 35.5
Julius Randle,10, 35.4
Scottie Barnes,11, 35.4
CJ McCollum,12, 35.3
Tobias Harris,13, 35.1
Tyrese Haliburton,14, 35.1
De'Aaron Fox,15, 35.1
Mikal Bridges,16, 35.0
Stephen Curry,17, 34.9
Zach LaVine,18, 34.8
Darius Garland,19, 34.8
Trae Young,20, 34.7
