name,rank,value
Nikola Jokić,1, 13.9
Giannis Antetokounmpo,2, 11.5
Joel Embiid,3, 9.5
Luka Dončić,4, 7.9
LeBron James,5, 7.5
Kevin Durant,6, 6.9
Jimmy Butler,7, 6.7
Ja Morant,8, 6.3
Stephen Curry,9, 5.9
Karl-Anthony Towns,10, 5.5
Dejounte Murray,11, 5.3
Chris Paul,12, 5.3
Kevin Love,13, 5.2
Robert Williams,14, 5.0
Rudy Gobert,15, 4.9
Donovan Mitchell,16, 4.6
Trae Young,17, 4.5
James Harden,18, 4.4
Fred VanVleet,19, 4.4
Jayson Tatum,20, 4.2
