name,rank,value
Malik Beasley,1, 4.8
Grayson Allen,2, 5.6
Tim Hardaway Jr.,3, 5.6
Cameron Johnson,4, 5.7
Danilo Gallinari,5, 5.7
Gary Trent Jr.,6, 6.0
Clint Capela,7, 6.0
Mikal Bridges,8, 6.5
Kelly Oubre Jr.,9, 6.5
Lauri Markkanen,10, 6.6
Chris Boucher,11, 6.7
Pat Connaughton,12, 6.7
Devin Vassell,13, 6.7
Terry Rozier,14, 6.9
Reggie Bullock,15, 7.1
Garrison Mathews,16, 7.2
Tyrese Maxey,17, 7.3
Carmelo Anthony,18, 7.4
Saddiq Bey,19, 7.8
John Collins,20, 7.8
