name,rank,value
DeMar DeRozan,1, 637
Nikola Jokić,2, 596
Jayson Tatum,3, 583
Giannis Antetokounmpo,4, 567
Trae Young,5, 557
Ja Morant,6, 541
Karl-Anthony Towns,7, 523
LeBron James,8, 518
Stephen Curry,9, 515
Devin Booker,10, 511
Luka Dončić,11, 494
Joel Embiid,11, 494
Dejounte Murray,13, 490
Donovan Mitchell,14, 483
De'Aaron Fox,15, 480
Miles Bridges,16, 477
Zach LaVine,17, 471
Julius Randle,18, 460
Russell Westbrook,19, 445
Nikola Vučević,20, 442
