name,rank,value
Jayson Tatum,1, 737
Stephen Curry,2, 673
Trae Young,3, 669
Julius Randle,4, 638
Reggie Jackson,5, 630
Devin Booker,6, 625
DeMar DeRozan,7, 615
Luka Dončić,8, 599
LaMelo Ball,9, 585
Donovan Mitchell,9, 585
Russell Westbrook,11, 578
Anthony Edwards,12, 570
Dejounte Murray,13, 562
Saddiq Bey,14, 559
Ja Morant,15, 551
Fred VanVleet,16, 535
De'Aaron Fox,17, 532
Shai Gilgeous-Alexander,18, 530
Terry Rozier,18, 530
Tyler Herro,20, 526
