name,rank,value
Luke Kennard,1, .451
Cameron Johnson,2, .448
P.J. Tucker,3, .439
Grant Williams,4, .435
Mike Muscala,5, .429
Lonzo Ball,6, .423
Doug McDermott,7, .422
Royce O'Neale,8, .422
Harrison Barnes,9, .421
Tyrese Maxey,10, .419
Bryn Forbes,10, .419
Bobby Portis,12, .417
Jrue Holiday,13, .417
Patty Mills,13, .417
Desmond Bane,15, .415
Josh Richardson,16, .414
Tyrese Haliburton,17, .414
Seth Curry,18, .412
Eric Gordon,19, .411
Keldon Johnson,20, .410
