name,rank,value
Robert Williams,1, 2.2
Jaren Jackson Jr.,2, 2.2
Rudy Gobert,3, 2.2
Jakob Poeltl,4, 1.7
Mo Bamba,5, 1.7
Evan Mobley,6, 1.7
Mitchell Robinson,7, 1.6
Daniel Gafford,8, 1.5
Hassan Whiteside,9, 1.5
Joel Embiid,10, 1.4
Giannis Antetokounmpo,11, 1.4
Al Horford,12, 1.4
Clint Capela,13, 1.4
Jarrett Allen,14, 1.3
Robert Covington,15, 1.3
Isaiah Hartenstein,16, 1.2
Karl-Anthony Towns,17, 1.2
Isaiah Stewart,18, 1.1
Darius Bazley,19, 1.1
Nikola Vučević,20, 1.1
