name,rank,value
Chris Paul,1, 10.7
James Harden,2, 10.3
Trae Young,3, 9.4
Dejounte Murray,4, 9.4
Luka Dončić,5, 8.7
Darius Garland,6, 8.2
Nikola Jokić,7, 8.1
Kyle Lowry,8, 7.9
Tyrese Haliburton,9, 7.8
LaMelo Ball,10, 7.3
Russell Westbrook,11, 7.2
D'Angelo Russell,12, 7.1
Fred VanVleet,13, 6.8
Jrue Holiday,14, 6.7
Ja Morant,15, 6.7
Josh Giddey,16, 6.4
Stephen Curry,17, 6.4
LeBron James,18, 6.3
Giannis Antetokounmpo,19, 6.0
Shai Gilgeous-Alexander,20, 5.8
